
Label=v(Vout1) vs T
LabelX=T
LabelY=v(Vout1)
Data Point Count=478
T,v(Vout1)
6.0217180506080377E-007, 3.0094770492085732E+000
6.0235506379232773E-007, 3.0094770492173741E+000
6.0272158125537567E-007, 3.0094770492349685E+000
6.0345461618147155E-007, 3.0094770492701035E+000
6.0492068603366331E-007, 3.0094770493399308E+000
6.0785282573804692E-007, 3.0094770494759238E+000
6.1371710514681405E-007, 3.0094770497162160E+000
6.2544566396434830E-007, 3.0094770499125447E+000
6.3474785325881259E-007, 3.0094770496375696E+000
6.4010904701499123E-007, 3.0094770492350551E+000
6.4441495616892194E-007, 3.0094770487580469E+000
6.4936519438442467E-007, 3.0094770480302149E+000
6.5435638084159890E-007, 3.0094770471038714E+000
6.6433875375594737E-007, 3.0094770447915975E+000
6.8430349958464442E-007, 3.0094770406032589E+000
7.1949854765585409E-007, 3.0094770487865912E+000
7.5494755722169690E-007, 3.0094770709607488E+000
8.0216707936059032E-007, 3.0094770397839130E+000
8.5448913214183672E-007, 3.0094769958919230E+000
9.3815187175992152E-007, 3.0094771397007762E+000
1.0381518717599216E-006, 3.0094769610425809E+000
1.1000000000000001E-006, 3.0094769872201734E+000
1.1001000000000001E-006, 3.0094769879848311E+000
1.1003000000000001E-006, 3.0094769895255582E+000
1.1004328170603494E-006, 3.0094769905613568E+000
1.1005643295026012E-006, 3.0094769915969297E+000
1.1008273543871049E-006, 3.0094769936978549E+000
1.1009999999999999E-006, 3.0094769950984985E+000
1.1010526049769006E-006, 3.0094769955294844E+000
1.1011578149307020E-006, 3.0094769963946533E+000
1.1013682348383050E-006, 3.0094769981441889E+000
1.1017890746535109E-006, 3.0094770017202750E+000
1.1026307542839225E-006, 3.0094770091821470E+000
1.1043141135447460E-006, 3.0094770253548151E+000
1.1076808320663929E-006, 3.0094770627238314E+000
1.1144142691096866E-006, 3.0094771567666543E+000
1.1278811431962742E-006, 3.0094773956400522E+000
1.1419897490751280E-006, 3.0094776279089066E+000
1.1591009398326045E-006, 3.0094776115447965E+000
1.1754682917803567E-006, 3.0094770051705413E+000
1.1929561992262100E-006, 3.0094756735454844E+000
1.2091770697543889E-006, 3.0094743568352831E+000
1.2416188108107468E-006, 3.0094763265466971E+000
1.3065022929234626E-006, 3.0094836266314537E+000
1.3831961179436118E-006, 3.0094671295599258E+000
1.4831961179436119E-006, 3.0094843041089270E+000
1.5831961179436118E-006, 3.0094803261011043E+000
1.6010000000000000E-006, 3.0094575669318600E+000
1.6011000000000000E-006, 3.0094573997382872E+000
1.6013000000000000E-006, 3.0094570647217069E+000
1.6017000000000001E-006, 3.0094563909873240E+000
1.6020000000000001E-006, 3.0094558825314031E+000
1.6020266000000000E-006, 3.0094558373105724E+000
1.6020798000000001E-006, 3.0094557468282330E+000
1.6021862000000000E-006, 3.0094555656209954E+000
1.6023990000000001E-006, 3.0094552022513965E+000
1.6028246000000000E-006, 3.0094544718148231E+000
1.6036757999999999E-006, 3.0094529971727630E+000
1.6053781999999996E-006, 3.0094500015526102E+000
1.6087829999999991E-006, 3.0094439042007450E+000
1.6155925999999982E-006, 3.0094320661744001E+000
1.6246410192720161E-006, 3.0094199901146341E+000
1.6335039038932193E-006, 3.0094169468801089E+000
1.6396030681901079E-006, 3.0094227772748643E+000
1.6447795524535801E-006, 3.0094344802425885E+000
1.6490395591363939E-006, 3.0094494906020173E+000
1.6537362291202092E-006, 3.0094721570809937E+000
1.6631295690878397E-006, 3.0095364273693685E+000
1.6819162490231006E-006, 3.0096993868137654E+000
1.7169178892218339E-006, 3.0096329217650823E+000
1.7512972222763038E-006, 3.0088788896987220E+000
1.7977893999193619E-006, 3.0091769758064517E+000
1.8486117944554657E-006, 3.0113907827179216E+000
1.9282751378571420E-006, 3.0073651108208077E+000
2.0282751378571419E-006, 3.0101877232784329E+000
2.0999999999999998E-006, 3.0135349038401826E+000
2.1000999999999996E-006, 3.0135239732694381E+000
2.1002999999999996E-006, 3.0135017680835929E+000
2.1004328170603492E-006, 3.0134866408919372E+000
2.1005897760344315E-006, 3.0134683696172107E+000
2.1009036939825962E-006, 3.0134305356326729E+000
2.1009999999999999E-006, 3.0134185820488915E+000
2.1010474100514379E-006, 3.0134126174478739E+000
2.1011422301543139E-006, 3.0134006085971881E+000
2.1013318703600655E-006, 3.0133761115622395E+000
2.1017111507715688E-006, 3.0133251858012207E+000
2.1024697115945757E-006, 3.0132154946012131E+000
2.1039868332405892E-006, 3.0129638843699937E+000
2.1070210765326161E-006, 3.0123254507455690E+000
2.1130895631166704E-006, 3.0104712470060226E+000
2.1252265362847785E-006, 3.0044966510831710E+000
2.1401321091528962E-006, 2.9946099432854822E+000
2.1627523741157899E-006, 2.9876485112760247E+000
2.1777174417090669E-006, 2.9985465311213844E+000
2.1937253858276443E-006, 3.0322455806846871E+000
2.2105911395564149E-006, 3.0833876531809468E+000
2.2443226470139561E-006, 3.0722541280222044E+000
2.2833191976900221E-006, 2.8011877019159632E+000
2.3200528258098854E-006, 2.8303256759835165E+000
2.3469637795152579E-006, 3.4401843137796004E+000
2.3698054991893308E-006, 4.0038098823459221E+000
2.3880378047252815E-006, 3.8701214239552231E+000
2.4001101436889399E-006, 3.2786371848935958E+000
2.4114367366706067E-006, 2.3796055578175292E+000
2.4207714788950498E-006, 1.5682488365603813E+000
2.4307290664812774E-006, 8.8736599685867290E-001
2.4369677321015376E-006, 6.0199513978813712E-001
2.4426929248183483E-006, 4.2537695018847971E-001
2.4483483638411047E-006, 3.1201260988148749E-001
2.4539161764524890E-006, 2.4610479490497220E-001
2.4598365445080442E-006, 2.3839618725047490E-001
2.4675278178023681E-006, 4.1430937088967773E-001
2.4743544382087166E-006, 8.2946121240857851E-001
2.4813004386434053E-006, 1.5380063193973146E+000
2.4876654299613148E-006, 2.3886577240505193E+000
2.4942096560854039E-006, 3.2676314644060049E+000
2.4993515139373071E-006, 3.8261083842190846E+000
2.5046749992678013E-006, 4.2434743847949452E+000
2.5096940956879163E-006, 4.5090421857368668E+000
2.5151588378966493E-006, 4.6966680777196599E+000
2.5230758106930586E-006, 4.8513887033310663E+000
2.5314542318012334E-006, 4.9281990359195227E+000
2.5397429081793290E-006, 4.9615782477313832E+000
2.5458110517030672E-006, 4.9728535378520471E+000
2.5522876055851320E-006, 4.9500975853295168E+000
2.5572093747165519E-006, 4.8650882417340844E+000
2.5628607906495213E-006, 4.6444370521886178E+000
2.5681343136979067E-006, 4.3167519182555329E+000
2.5730880178251236E-006, 3.9209779894834629E+000
2.5785602679227168E-006, 3.4103894780193298E+000
2.5842242765628112E-006, 2.8265022120406726E+000
2.5914716865350695E-006, 2.0665769528425666E+000
2.5987859662720121E-006, 1.3910013091080398E+000
2.6010000000000002E-006, 1.2176557666010441E+000
2.6011000000000000E-006, 1.2102359525503747E+000
2.6013000000000000E-006, 1.1954651969414685E+000
2.6017000000000000E-006, 1.1663334366834874E+000
2.6019999999999998E-006, 1.1448428383001610E+000
2.6020398999999997E-006, 1.1420103548720788E+000
2.6021196999999995E-006, 1.1363563194449604E+000
2.6022792999999995E-006, 1.1251132309227991E+000
2.6025984999999995E-006, 1.1028865633710565E+000
2.6032368999999995E-006, 1.0594670659239396E+000
2.6045136999999991E-006, 9.7671793548867236E-001
2.6070672999999983E-006, 8.2711235622964518E-001
2.6097333983353865E-006, 6.9238757259118089E-001
2.6129396031899469E-006, 5.5681753082497476E-001
2.6193520128990677E-006, 3.5833915037517189E-001
2.6246853333413281E-006, 2.5277600893002405E-001
2.6301766170671375E-006, 1.8295924986644913E-001
2.6349945799322153E-006, 1.4505053054378692E-001
2.6397049795883892E-006, 1.3377947549184649E-001
2.6427591573578438E-006, 1.4915693720519332E-001
2.6473472255770977E-006, 2.3081684923259199E-001
2.6525883798878050E-006, 4.5008174103233928E-001
2.6585188222956369E-006, 8.9658081184157423E-001
2.6645053757215613E-006, 1.5608213912903710E+000
2.6711786657344605E-006, 2.4785116632086597E+000
2.6774696508484530E-006, 3.3243491239260359E+000
2.6826444869937452E-006, 3.8747229170684108E+000
2.6879731443625952E-006, 4.2783194875609958E+000
2.6928569117432597E-006, 4.5271253530341440E+000
2.6978920655911286E-006, 4.6966147357267092E+000
2.7060212774532351E-006, 4.8545840933495006E+000
2.7145459600599986E-006, 4.9306842173958252E+000
2.7228280331589440E-006, 4.9627631411388329E+000
2.7296282013151236E-006, 4.9740199842031334E+000
2.7367829939994779E-006, 4.9298296481268702E+000
2.7418786749169313E-006, 4.8085222965609269E+000
2.7483809273582003E-006, 4.4936533624702886E+000
2.7543200076615440E-006, 4.0610906272356173E+000
2.7606017238912081E-006, 3.4931621514594453E+000
2.7702585421395005E-006, 2.4983072316334223E+000
2.7792226135487797E-006, 1.6080967512963777E+000
2.7880214087900246E-006, 9.4253987598248246E-001
2.7985210631077725E-006, 4.5993245537676936E-001
2.8050885704157698E-006, 2.9505926478661676E-001
2.8115371296678969E-006, 1.9770990082603629E-001
2.8182711300614369E-006, 1.4108474365710683E-001
2.8247880369959128E-006, 1.4109364073312217E-001
2.8326221906002957E-006, 3.1015052281243782E-001
2.8416054166250084E-006, 8.9185530180240224E-001
2.8497458840075077E-006, 1.8277894731139546E+000
2.8598875219398490E-006, 3.1825097145447163E+000
2.8663090903355793E-006, 3.8856770921340806E+000
2.8726461190184267E-006, 4.3466779506263302E+000
2.8792326944896762E-006, 4.6344934742280550E+000
2.8865769006647795E-006, 4.8112551352643456E+000
2.8947140456845001E-006, 4.9082979199591197E+000
2.9030061260883294E-006, 4.9529700233086640E+000
2.9110320320971330E-006, 4.9717951466502104E+000
2.9183756615461956E-006, 4.9488603717994222E+000
2.9253597950662040E-006, 4.8019475772033253E+000
2.9337495032324454E-006, 4.3640265647731740E+000
2.9427738022353414E-006, 3.6151967745869542E+000
2.9521043272101254E-006, 2.6617067107635828E+000
2.9614571711242073E-006, 1.7144019938023165E+000
2.9710581639561335E-006, 9.6514324808238550E-001
2.9791313671155073E-006, 5.6074790011747910E-001
2.9867148287970590E-006, 3.3286512505165566E-001
2.9936687466827964E-006, 2.1311797435033322E-001
3.0011646016781837E-006, 1.4348934012549083E-001
3.0091842799230543E-006, 1.5275334327709958E-001
3.0175241960875083E-006, 3.8252556680779692E-001
3.0261987873772421E-006, 1.0175311829471192E+000
3.0361441558466147E-006, 2.2453860681448665E+000
3.0454135097197492E-006, 3.4617703709285896E+000
3.0522097395887112E-006, 4.1063800843466476E+000
3.0588868690796272E-006, 4.4982457823048989E+000
3.0653299395487274E-006, 4.7170853644660902E+000
3.0753957700561641E-006, 4.8880992753696253E+000
3.0847598653312870E-006, 4.9492353063261580E+000
3.0951384044755249E-006, 4.9746698733234300E+000
3.1000000000000000E-006, 4.9681017747473328E+000
3.1001000000000002E-006, 4.9676866648489497E+000
3.1003000000000002E-006, 4.9668107057358952E+000
3.1004484924240524E-006, 4.9661004268184641E+000
3.1006435714955174E-006, 4.9650870252983701E+000
3.1010000000000000E-006, 4.9629900671447613E+000
3.1010390158142932E-006, 4.9627389195296869E+000
3.1011170474428792E-006, 4.9622285909519617E+000
3.1012731107000511E-006, 4.9611592485500209E+000
3.1015852372143953E-006, 4.9588204450391746E+000
3.1022094902430832E-006, 4.9533007849362622E+000
3.1034579963004596E-006, 4.9385827815622338E+000
3.1059550084152124E-006, 4.8922561557227588E+000
3.1093362863567128E-006, 4.7877242976021241E+000
3.1125614988288784E-006, 4.6404846657655119E+000
3.1160630831307808E-006, 4.4311750576375868E+000
3.1230662517345854E-006, 3.8869692474978574E+000
3.1311813497904166E-006, 3.1035636340270076E+000
3.1399523460891593E-006, 2.1854234481206611E+000
3.1485503893448006E-006, 1.3822801582332618E+000
3.1575101504269110E-006, 7.8310796460568055E-001
3.1668749288445103E-006, 4.1035347038968506E-001
3.1737896512555107E-006, 2.5863529591523005E-001
3.1801807493228504E-006, 1.7700778551160359E-001
3.1867107062926448E-006, 1.3483762833293814E-001
3.1962341433920249E-006, 2.2349197720860819E-001
3.2057027944043213E-006, 6.8898099266495172E-001
3.2149608489715527E-006, 1.6482584344511133E+000
3.2223007713236119E-006, 2.6581112157083755E+000
3.2296727126032241E-006, 3.5886921887057408E+000
3.2363831884268242E-006, 4.1815626020425523E+000
3.2430772947837604E-006, 4.5427770871194104E+000
3.2491043004063881E-006, 4.7322784467414847E+000
3.2569601414245685E-006, 4.8680253958086581E+000
3.2662203055992542E-006, 4.9407158656446031E+000
3.2746097709728690E-006, 4.9674476084561325E+000
3.2847492882478805E-006, 4.9449918753739661E+000
3.2925816044059488E-006, 4.7773829885035113E+000
3.3001887328543331E-006, 4.3768611370874817E+000
3.3099139736568021E-006, 3.5719483493844693E+000
3.3215033237387442E-006, 2.3858589170738345E+000
3.3334407044638479E-006, 1.2787714339934233E+000
3.3486976366268981E-006, 4.5491553833536041E-001
3.3554629131121255E-006, 2.8803739306142329E-001
3.3635041419293202E-006, 1.7514591441299121E-001
3.3716083163481493E-006, 1.2835637949433257E-001
3.3813505367865735E-006, 2.5063579575839329E-001
3.3921123435660667E-006, 8.8397323336375178E-001
3.4021312584818839E-006, 2.0617864401309740E+000
3.4137347796943075E-006, 3.5451255709093181E+000
3.4251942927199432E-006, 4.4501594309087347E+000
3.4368236327877661E-006, 4.8160916854657003E+000
3.4483641348641655E-006, 4.9363540540648057E+000
3.4588233019078829E-006, 4.9711283950605418E+000
3.4719571588723383E-006, 4.8935708008267822E+000
3.4852299618452002E-006, 4.3420114748341367E+000
3.4954608747043939E-006, 3.4761090537506520E+000
3.5061174060110513E-006, 2.3758537638037374E+000
3.5186560730045567E-006, 1.2281811148384603E+000
3.5320003853208212E-006, 5.0082233959320765E-001
3.5447678348518080E-006, 2.0653929131666937E-001
3.5548328435723504E-006, 1.2654869136363378E-001
3.5655463166286919E-006, 2.4564386320391260E-001
3.5755333152249484E-006, 7.9704718611057412E-001
3.5860159114726709E-006, 1.9893697184858710E+000
3.5975094418088526E-006, 3.4731514474742036E+000
3.6009999999999999E-006, 3.8374435589630700E+000
3.6011000000000001E-006, 3.8467194989714999E+000
3.6013000000000001E-006, 3.8651439897417186E+000
3.6017000000000002E-006, 3.9012543077864157E+000
3.6020000000000000E-006, 3.9276955558772642E+000
3.6020531999999998E-006, 3.9323194502009908E+000
3.6021595999999996E-006, 3.9415321633948142E+000
3.6023723999999994E-006, 3.9597537203164515E+000
3.6027979999999991E-006, 3.9953886714306055E+000
3.6036491999999982E-006, 4.0634909567642445E+000
3.6053515999999962E-006, 4.1875977100824899E+000
3.6087563999999923E-006, 4.3923875024419115E+000
3.6155659999999848E-006, 4.6677547372885968E+000
3.6240685680462002E-006, 4.8465766057271189E+000
3.6335449775892355E-006, 4.9332866131297068E+000
3.6399472546572414E-006, 4.9585275365439392E+000
3.6458861203069785E-006, 4.9710061617702834E+000
3.6501637343493945E-006, 4.9718568892264665E+000
3.6549302171701547E-006, 4.9388298396631445E+000
3.6596393523483449E-006, 4.8344906746944796E+000
3.6666200914107694E-006, 4.5079237014187727E+000
3.6720750583048225E-006, 4.1169039298664556E+000
3.6778325161008990E-006, 3.6081898923179234E+000
3.6871539377129389E-006, 2.6576946773087964E+000
3.6957551042297344E-006, 1.7793042290189061E+000
3.7050247996979382E-006, 1.0312849106496100E+000
3.7154262444881145E-006, 5.1066563681537269E-001
3.7230837349458644E-006, 3.0267188218668539E-001
3.7311417581377676E-006, 1.8323592153527346E-001
3.7397313544199657E-006, 1.3266079412047702E-001
3.7494912944061441E-006, 2.6403745422643360E-001
3.7606136428907815E-006, 9.5010903987404183E-001
3.7710860504809468E-006, 2.2156705122144307E+000
3.7829147537786209E-006, 3.6901782637183884E+000
3.7952847203164409E-006, 4.5576503823637591E+000
3.8072544458094092E-006, 4.8584757243134487E+000
3.8180127179666213E-006, 4.9456551391658463E+000
3.8286231660055392E-006, 4.9746266913947199E+000
3.8413526506141414E-006, 4.8581344789944758E+000
3.8486625711573448E-006, 4.5924690627820706E+000
3.8566633295608113E-006, 4.0507865939476435E+000
3.8646159296980330E-006, 3.3229005736964070E+000
3.8756993700604240E-006, 2.1821889129976344E+000
3.8862780535628655E-006, 1.2286528949494204E+000
3.8995238194746381E-006, 5.0528835922845783E-001
3.9091749173865343E-006, 2.6093829049412259E-001
3.9192811703391791E-006, 1.4382297170269775E-001
3.9303483236725394E-006, 1.8637963572171301E-001
3.9399691896877885E-006, 5.6985441337519216E-001
3.9502573019564409E-006, 1.5595831746486410E+000
3.9608266793106266E-006, 2.9598612688779831E+000
3.9712730174039892E-006, 4.0761833006843879E+000
3.9811674235952585E-006, 4.6173679408406256E+000
3.9924951323745055E-006, 4.8684404919368047E+000
4.0082550214808466E-006, 4.9710291669675630E+000
4.0231399592316901E-006, 4.9121191421487840E+000
4.0333921673928694E-006, 4.5883832907971671E+000
4.0431396028019172E-006, 3.8974942983715124E+000
4.0539524726956970E-006, 2.8388826311631412E+000
4.0661204870937591E-006, 1.6272805970233726E+000
4.0776361653293225E-006, 7.9757150604562521E-001
4.0916947525878304E-006, 2.9428229667263944E-001
4.0999999999999997E-006, 1.7629694666944951E-001
4.1000999999999999E-006, 1.7535634651846826E-001
4.1003000000000004E-006, 1.7349131934347095E-001
4.1004756986055757E-006, 1.7187931548344515E-001
4.1006942386727407E-006, 1.6990816770143749E-001
4.1010000000000002E-006, 1.6721230864126774E-001
4.1010437080134330E-006, 1.6683350926632545E-001
4.1011311240402987E-006, 1.6607879608824253E-001
4.1013059560940308E-006, 1.6458652150059827E-001
4.1016556202014952E-006, 1.6166946616673633E-001
4.1023549484164229E-006, 1.5609663960738165E-001
4.1037536048462785E-006, 1.4596144973071573E-001
4.1065509177059905E-006, 1.3093488292595878E-001
4.1121455434254144E-006, 1.3887356701994122E-001
4.1196505170391343E-006, 3.0571852029762636E-001
4.1280037550012082E-006, 8.3188612323135092E-001
4.1415264198822393E-006, 2.4370993333607092E+000
4.1537230486045862E-006, 3.8898562316395910E+000
4.1642609374387090E-006, 4.5615891355170186E+000
4.1753305731461914E-006, 4.8449960828900851E+000
4.1858220064267896E-006, 4.9392732336135365E+000
4.1970327040686442E-006, 4.9734551148381776E+000
4.2102300761741705E-006, 4.8501179711303806E+000
4.2206407990877790E-006, 4.4020251934654180E+000
4.2316554163931924E-006, 3.4957376986131972E+000
4.2418915242121641E-006, 2.4393341781302782E+000
4.2557505364297796E-006, 1.1820331702863160E+000
4.2715900997123002E-006, 3.9552837245934719E-001
4.2875387336263011E-006, 1.3280401537827646E-001
4.3026064407242824E-006, 2.8067588036256375E-001
4.3157318412897808E-006, 1.1338217432410793E+000
4.3297024938988102E-006, 2.8559672424801286E+000
4.3439515864251993E-006, 4.2887519471314484E+000
4.3536609822323077E-006, 4.7059283248125459E+000
4.3644840733303653E-006, 4.8930446565433163E+000
4.3772342111377080E-006, 4.9648663477912809E+000
4.3901994502690509E-006, 4.9494832621258498E+000
4.4028043037975701E-006, 4.5802284175916554E+000
4.4131786803903392E-006, 3.8291879692361044E+000
4.4242228214193317E-006, 2.7306667397275790E+000
4.4366022827519082E-006, 1.5170630693805729E+000
4.4490654915249569E-006, 6.8588208954649432E-001
4.4641128852926306E-006, 2.3273108007190893E-001
4.4745649652531097E-006, 1.3059122892646938E-001
4.4861205197634229E-006, 2.3036538929518391E-001
4.4976627039605964E-006, 8.7387375163169656E-001
4.5098974261742148E-006, 2.3249948519108421E+000
4.5241168509968074E-006, 3.9721455080356787E+000
4.5351232450115115E-006, 4.6167759546473368E+000
4.5468039020326076E-006, 4.8734717541295689E+000
4.5588180447371212E-006, 4.9563868143945156E+000
4.5715588992022889E-006, 4.9725928771671368E+000
4.5850954761323993E-006, 4.6576036959178877E+000
4.5957356025468979E-006, 3.9526638885687806E+000
4.6009999999999997E-006, 3.4674285960599036E+000
4.6010999999999999E-006, 3.4576067414409266E+000
4.6013000000000003E-006, 3.4379246926400646E+000
4.6017000000000003E-006, 3.3983513067976059E+000
4.6020000000000002E-006, 3.3684918308224043E+000
4.6020665000000004E-006, 3.3618495161375006E+000
4.6021995000000000E-006, 3.3485491292488740E+000
4.6024655000000002E-006, 3.3218620881333485E+000
4.6029974999999996E-006, 3.2681521764642012E+000
4.6040614999999985E-006, 3.1594606583301807E+000
4.6061894999999971E-006, 2.9375277449328929E+000
4.6104454999999943E-006, 2.4838361484400355E+000
4.6189574999999879E-006, 1.6371291424582248E+000
4.6274781383385000E-006, 9.8055461585430159E-001
4.6352871072506568E-006, 5.8118750336105707E-001
4.6411348997090640E-006, 3.8899632809890144E-001
4.6447003856533392E-006, 3.0648666707630468E-001
4.6491226767581476E-006, 2.3137830999371586E-001
4.6550840806757201E-006, 1.6497585426487069E-001
4.6670068885108650E-006, 1.8163384170301924E-001
4.6784965552537258E-006, 6.4935178229612445E-001
4.6902876635401890E-006, 1.8829412651192019E+000
4.7056330814620890E-006, 3.7262401759503194E+000
4.7168773554643644E-006, 4.5233997013686054E+000
4.7302477397205122E-006, 4.8706685464083614E+000
4.7433732460365079E-006, 4.9604577289287146E+000
4.7570114749000558E-006, 4.9622984590940167E+000
4.7736210019097834E-006, 4.4113643503758446E+000
4.7834951073517001E-006, 3.6196594374586746E+000
4.7946248214402072E-006, 2.4864530182954541E+000
4.8101870011399543E-006, 1.1016906176398620E+000
4.8257492388076479E-006, 3.7208166866229614E-001
4.8427268359370754E-006, 1.1826599612632209E-001
4.8586681597575151E-006, 4.0306814965885202E-001
4.8751895643784926E-006, 1.8714916936918853E+000
4.8929557310441381E-006, 3.8946411707215480E+000
4.9057415777831419E-006, 4.6579093644131886E+000
4.9187589539390494E-006, 4.9032288691105821E+000
4.9340995706329113E-006, 4.9752737383650611E+000
4.9523178695177458E-006, 4.7073041823041839E+000
4.9655837501208403E-006, 3.9364832898794324E+000
4.9812210303957246E-006, 2.4127362144413951E+000
5.0000000000000004E-006, 8.5758585233632201E-001

Label=v(Vout3) vs T
LabelX=T
LabelY=v(Vout3)
Data Point Count=478
T,v(Vout3)
 0.0000000000000000E+000, 3.0094770483081561E+000
 1.0000000000000000E-008, 3.0094770410434211E+000
 2.0000000000000000E-008, 3.0094770435929239E+000
 4.0000000000000001E-008, 3.0094770469014360E+000
 8.0000000000000002E-008, 3.0094770483634026E+000
 9.9999999999999995E-008, 3.0094770483295306E+000
 1.0010000000000000E-007, 3.0094770483294724E+000
 1.0030000000000000E-007, 3.0094770483293569E+000
 1.0043281706034945E-007, 3.0094770483292819E+000
 1.0056432950260131E-007, 3.0094770483292090E+000
 1.0082735438710502E-007, 3.0094770483290638E+000
 1.0100000000000000E-007, 3.0094770483289701E+000
 1.0105260497690074E-007, 3.0094770483289426E+000
 1.0115781493070224E-007, 3.0094770483288866E+000
 1.0136823483830521E-007, 3.0094770483287752E+000
 1.0178907465351116E-007, 3.0094770483285589E+000
 1.0263075428392306E-007, 3.0094770483281521E+000
 1.0431411354474685E-007, 3.0094770483274256E+000
 1.0768083206639445E-007, 3.0094770483262616E+000
 1.1441426910968965E-007, 3.0094770483246918E+000
 1.2788114319628003E-007, 3.0094770483217386E+000
 1.4206214131899851E-007, 3.0094770483146891E+000
 1.5898570152101549E-007, 3.0094770482967057E+000
 1.7305403446466216E-007, 3.0094770482758828E+000
 1.8854398990654483E-007, 3.0094770482587578E+000
 2.0481835234766990E-007, 3.0094770482693018E+000
 2.3579473468331634E-007, 3.0094770483992432E+000
 2.9774749935460924E-007, 3.0094770483540332E+000
 3.7132469573509215E-007, 3.0094770480327959E+000
 4.7132469573509214E-007, 3.0094770487310072E+000
 5.7132469573509208E-007, 3.0094770479066177E+000
 6.0100000000000005E-007, 3.0094770474009076E+000
 6.0110000000000006E-007, 3.0094770474006518E+000
 6.0130000000000007E-007, 3.0094770474001886E+000
 6.0170000000000010E-007, 3.0094770473995576E+000
 6.0193065378313376E-007, 3.0094770473993759E+000
 6.0200000000000002E-007, 3.0094770473993475E+000
 6.0201145367072024E-007, 3.0094770473993440E+000
 6.0203436101216079E-007, 3.0094770473993382E+000
 6.0208017569504178E-007, 3.0094770473993311E+000
 6.0217180506080377E-007, 3.0094770473993311E+000
 6.0235506379232773E-007, 3.0094770473993946E+000
 6.0272158125537567E-007, 3.0094770473997894E+000
 6.0345461618147155E-007, 3.0094770474016554E+000
 6.0492068603366331E-007, 3.0094770474098906E+000
 6.0785282573804692E-007, 3.0094770474459285E+000
 6.1371710514681405E-007, 3.0094770476076400E+000
 6.2544566396434830E-007, 3.0094770483473261E+000
 6.3474785325881259E-007, 3.0094770493403069E+000
 6.4010904701499123E-007, 3.0094770500577961E+000
 6.4441495616892194E-007, 3.0094770506858999E+000
 6.4936519438442467E-007, 3.0094770514277220E+000
 6.5435638084159890E-007, 3.0094770521477332E+000
 6.6433875375594737E-007, 3.0094770531876147E+000
 6.8430349958464442E-007, 3.0094770514064950E+000
 7.1949854765585409E-007, 3.0094770365975272E+000
 7.5494755722169690E-007, 3.0094770363519276E+000
 8.0216707936059032E-007, 3.0094770847946988E+000
 8.5448913214183672E-007, 3.0094770439106036E+000
 9.3815187175992152E-007, 3.0094769879575534E+000
 1.0381518717599216E-006, 3.0094771754341174E+000
 1.1000000000000001E-006, 3.0094769070851148E+000
 1.1001000000000001E-006, 3.0094769060105619E+000
 1.1003000000000001E-006, 3.0094769038583218E+000
 1.1004328170603494E-006, 3.0094769024256194E+000
 1.1005643295026012E-006, 3.0094769010043554E+000
 1.1008273543871049E-006, 3.0094768981541993E+000
 1.1009999999999999E-006, 3.0094768962780001E+000
 1.1010526049769006E-006, 3.0094768957053053E+000
 1.1011578149307020E-006, 3.0094768945591630E+000
 1.1013682348383050E-006, 3.0094768922624473E+000
 1.1017890746535109E-006, 3.0094768876521329E+000
